product_id,product_name,category,subcategory,cost_price
155, product_155 ,Home,subcategory_2,403
156, product_156 ,Clothing,subcategory_4,568
157, product_157 ,Home,subcategory_5,1874
158, product_158 ,Clothing,subcategory_1,1604
159, product_159 ,Books,subcategory_3,361
160, product_160 ,Home,subcategory_3,612
161, product_161 ,Home,subcategory_2,575
162, product_162 ,Home,subcategory_4,947
163, product_163 ,Books,subcategory_1,1054
164, product_164 ,Electronics,subcategory_2,1765
165, product_165 ,Clothing,subcategory_4,1839
166, product_166 ,Electronics,subcategory_2,377
167, product_167 ,Books,subcategory_2,1434
168, product_168 ,Books,subcategory_5,1625
169, product_169 ,Home,subcategory_1,1369
170, product_170 ,Clothing,subcategory_1,483
171, product_171 ,Books,subcategory_1,1574
172, product_172 ,Electronics,subcategory_3,1349
173, product_173 ,Home,subcategory_1,524
174, product_174 ,Books,subcategory_3,1562
175, product_175 ,Clothing,subcategory_2,1499
176, product_176 ,Books,subcategory_3,637
177, product_177 ,Electronics,subcategory_2,1926
178, product_178 ,Electronics,subcategory_1,1208
179, product_179 ,Electronics,subcategory_1,1801
180, product_180 ,Clothing,subcategory_1,1614
181, product_181 ,Electronics,subcategory_4,1220
182, product_182 ,Home,subcategory_1,1597
183, product_183 ,Books,subcategory_5,1220
184, product_184 ,Electronics,subcategory_4,1736
185, product_185 ,Home,subcategory_5,513
186, product_186 ,Home,subcategory_3,1813
187, product_187 ,Electronics,subcategory_1,1287
188, product_188 ,Home,subcategory_2,1428
189, product_189 ,Electronics,subcategory_5,942
190, product_190 ,Clothing,subcategory_4,319
191, product_191 ,Home,subcategory_4,634
192, product_192 ,Electronics,subcategory_4,917
193, product_193 ,Home,subcategory_5,962
194, product_194 ,Clothing,subcategory_5,395
195, product_195 ,Home,subcategory_4,1231
196, product_196 ,Books,subcategory_2,1961
197, product_197 ,Clothing,subcategory_2,1380
198, product_198 ,Electronics,subcategory_5,437
199, product_199 ,Home,subcategory_2,748
200, product_200 ,Electronics,subcategory_4,1068
201, product_201 ,Electronics,subcategory_2,908
202, product_202 ,Books,subcategory_2,948
203, product_203 ,Books,subcategory_1,1087
204, product_204 ,Clothing,subcategory_5,1025
205, product_205 ,Home,subcategory_1,424
206, product_206 ,Books,subcategory_1,1183
207, product_207 ,Home,subcategory_1,1106
208, product_208 ,Home,subcategory_4,471
209, product_209 ,Electronics,subcategory_3,1430
210, product_210 ,Electronics,subcategory_1,603
211, product_211 ,Electronics,subcategory_1,263
212, product_212 ,Electronics,subcategory_4,771
213, product_213 ,Home,subcategory_3,177
214, product_214 ,Home,subcategory_2,1893
215, product_215 ,Books,subcategory_4,182
216, product_216 ,Clothing,subcategory_5,637
217, product_217 ,Electronics,subcategory_4,1017
218, product_218 ,Books,subcategory_5,1463
219, product_219 ,Home,subcategory_1,1030
220, product_220 ,Clothing,subcategory_4,646
221, product_221 ,Books,subcategory_5,154
222, product_222 ,Home,subcategory_2,582
223, product_223 ,Electronics,subcategory_3,1523
224, product_224 ,Home,subcategory_2,919
225, product_225 ,Clothing,subcategory_2,539
226, product_226 ,Books,subcategory_1,171
227, product_227 ,Home,subcategory_4,1720
228, product_228 ,Home,subcategory_1,1254
229, product_229 ,Home,subcategory_3,770
230, product_230 ,Books,subcategory_1,1224
231, product_231 ,Home,subcategory_1,520
232, product_232 ,Electronics,subcategory_4,1749
233, product_233 ,Clothing,subcategory_5,219
234, product_234 ,Home,subcategory_2,714
235, product_235 ,Electronics,subcategory_2,670
236, product_236 ,Clothing,subcategory_2,789
237, product_237 ,Electronics,subcategory_5,1307
238, product_238 ,Home,subcategory_3,1376
239, product_239 ,Electronics,subcategory_1,1683
240, product_240 ,Home,subcategory_4,1723
241, product_241 ,Books,subcategory_1,1330
242, product_242 ,Clothing,subcategory_1,1513
243, product_243 ,Clothing,subcategory_5,1878
244, product_244 ,Books,subcategory_2,1293
245, product_245 ,Home,subcategory_3,1485
246, product_246 ,Books,subcategory_5,865
247, product_247 ,Home,subcategory_1,1071
248, product_248 ,Books,subcategory_2,1913
249, product_249 ,Electronics,subcategory_2,1046
250, product_250 ,Clothing,subcategory_5,1035
251, product_251 ,Clothing,subcategory_2,1934
252, product_252 ,Books,subcategory_3,1154
253, product_253 ,Clothing,subcategory_5,1036
254, product_254 ,Clothing,subcategory_5,506
255, product_255 ,Home,subcategory_3,1590
256, product_256 ,Books,subcategory_5,1797
257, product_257 ,Electronics,subcategory_5,977
258, product_258 ,Home,subcategory_2,313
259, product_259 ,Books,subcategory_2,1517
260, product_260 ,Books,subcategory_5,296
261, product_261 ,Clothing,subcategory_4,321
262, product_262 ,Home,subcategory_2,1853
263, product_263 ,Home,subcategory_4,1444
264, product_264 ,Electronics,subcategory_3,1181
265, product_265 ,Clothing,subcategory_4,131
266, product_266 ,Books,subcategory_3,1592
267, product_267 ,Books,subcategory_2,1084
268, product_268 ,Home,subcategory_5,568
269, product_269 ,Clothing,subcategory_4,904
270, product_270 ,Books,subcategory_3,1316
271, product_271 ,Clothing,subcategory_5,1419
272, product_272 ,Clothing,subcategory_5,625
273, product_273 ,Clothing,subcategory_2,1362
274, product_274 ,Books,subcategory_1,366
275, product_275 ,Home,subcategory_5,1035
276, product_276 ,Electronics,subcategory_2,678
277, product_277 ,Books,subcategory_4,1686
278, product_278 ,Clothing,subcategory_2,1455
279, product_279 ,Clothing,subcategory_5,263
280, product_280 ,Clothing,subcategory_3,380
281, product_281 ,Home,subcategory_3,1746
282, product_282 ,Clothing,subcategory_1,829
283, product_283 ,Home,subcategory_5,209
284, product_284 ,Home,subcategory_3,991
285, product_285 ,Electronics,subcategory_1,395
286, product_286 ,Home,subcategory_1,1595
287, product_287 ,Electronics,subcategory_2,329
288, product_288 ,Clothing,subcategory_1,1692
289, product_289 ,Electronics,subcategory_2,818
290, product_290 ,Books,subcategory_3,842
291, product_291 ,Home,subcategory_2,1793
292, product_292 ,Clothing,subcategory_4,237
293, product_293 ,Electronics,subcategory_5,1947
294, product_294 ,Electronics,subcategory_2,1172
295, product_295 ,Home,subcategory_2,1491
296, product_296 ,Clothing,subcategory_2,1716
297, product_297 ,Books,subcategory_2,220
298, product_298 ,Clothing,subcategory_2,1706
299, product_299 ,Electronics,subcategory_3,158
300, product_300 ,Home,subcategory_1,1354
301, product_301 ,Books,subcategory_4,186
302, product_302 ,Clothing,subcategory_1,869
303, product_303 ,Books,subcategory_4,1645
304, product_304 ,Clothing,subcategory_2,527
305, product_305 ,Electronics,subcategory_2,1220
306, product_306 ,Clothing,subcategory_1,823
307, product_307 ,Home,subcategory_1,507
308, product_308 ,Books,subcategory_1,1464
309, product_309 ,Clothing,subcategory_4,1623
310, product_310 ,Books,subcategory_2,1337
311, product_311 ,Electronics,subcategory_1,1472
312, product_312 ,Clothing,subcategory_1,880
313, product_313 ,Clothing,subcategory_2,1368
314, product_314 ,Clothing,subcategory_5,1520
315, product_315 ,Electronics,subcategory_3,185
316, product_316 ,Books,subcategory_3,518
317, product_317 ,Clothing,subcategory_1,1193
318, product_318 ,Home,subcategory_5,227
319, product_319 ,Books,subcategory_4,1216
320, product_320 ,Books,subcategory_5,855
321, product_321 ,Clothing,subcategory_5,1170
322, product_322 ,Clothing,subcategory_3,1052
323, product_323 ,Electronics,subcategory_4,1350
324, product_324 ,Books,subcategory_5,830
325, product_325 ,Electronics,subcategory_4,1708
326, product_326 ,Clothing,subcategory_3,1927
327, product_327 ,Clothing,subcategory_5,1317
328, product_328 ,Clothing,subcategory_3,752
329, product_329 ,Home,subcategory_1,1354
330, product_330 ,Books,subcategory_3,1617
331, product_331 ,Clothing,subcategory_2,427
332, product_332 ,Home,subcategory_4,1811
333, product_333 ,Books,subcategory_4,1844
334, product_334 ,Electronics,subcategory_3,906
335, product_335 ,Home,subcategory_5,276
336, product_336 ,Electronics,subcategory_4,490
337, product_337 ,Electronics,subcategory_4,782
338, product_338 ,Books,subcategory_2,631
339, product_339 ,Home,subcategory_2,891
340, product_340 ,Books,subcategory_4,1887
341, product_341 ,Electronics,subcategory_3,1820
342, product_342 ,Clothing,subcategory_2,916
343, product_343 ,Clothing,subcategory_3,1455
344, product_344 ,Books,subcategory_5,1053
345, product_345 ,Clothing,subcategory_1,737
346, product_346 ,Clothing,subcategory_1,1514
347, product_347 ,Home,subcategory_4,1156
348, product_348 ,Electronics,subcategory_2,777
349, product_349 ,Electronics,subcategory_1,712
350, product_350 ,Electronics,subcategory_1,172
351, product_351 ,Books,subcategory_4,1438
352, product_352 ,Clothing,subcategory_2,1055
353, product_353 ,Electronics,subcategory_1,1879
354, product_354 ,Home,subcategory_3,1346
355, product_355 ,Home,subcategory_5,1888
356, product_356 ,Home,subcategory_1,556
357, product_357 ,Books,subcategory_1,1345
358, product_358 ,Home,subcategory_2,1065
359, product_359 ,Home,subcategory_2,1642
360, product_360 ,Electronics,subcategory_3,1149
361, product_361 ,Books,subcategory_4,294
362, product_362 ,Clothing,subcategory_4,655
363, product_363 ,Books,subcategory_3,1627
364, product_364 ,Home,subcategory_4,1178
365, product_365 ,Clothing,subcategory_4,208
366, product_366 ,Home,subcategory_1,623
367, product_367 ,Electronics,subcategory_4,192
368, product_368 ,Electronics,subcategory_4,1745
369, product_369 ,Electronics,subcategory_1,180
370, product_370 ,Home,subcategory_1,1166
371, product_371 ,Home,subcategory_3,1901
372, product_372 ,Electronics,subcategory_2,515
373, product_373 ,Home,subcategory_4,1609
374, product_374 ,Clothing,subcategory_4,962
375, product_375 ,Books,subcategory_1,1213
376, product_376 ,Clothing,subcategory_4,1064
377, product_377 ,Home,subcategory_5,224
378, product_378 ,Clothing,subcategory_4,1165
379, product_379 ,Home,subcategory_3,1619
380, product_380 ,Electronics,subcategory_3,1864
381, product_381 ,Electronics,subcategory_1,764
382, product_382 ,Electronics,subcategory_2,1598
383, product_383 ,Clothing,subcategory_3,1898
384, product_384 ,Home,subcategory_4,1401
385, product_385 ,Clothing,subcategory_1,386
386, product_386 ,Home,subcategory_3,1573
387, product_387 ,Electronics,subcategory_5,1441
388, product_388 ,Clothing,subcategory_5,1915
389, product_389 ,Clothing,subcategory_2,1843
390, product_390 ,Clothing,subcategory_2,934
391, product_391 ,Books,subcategory_3,1505
392, product_392 ,Books,subcategory_2,178
393, product_393 ,Electronics,subcategory_1,973
394, product_394 ,Books,subcategory_1,1670
395, product_395 ,Books,subcategory_2,1162
396, product_396 ,Electronics,subcategory_3,1714
397, product_397 ,Home,subcategory_3,690
398, product_398 ,Books,subcategory_1,1388
399, product_399 ,Books,subcategory_5,1244
400, product_400 ,Clothing,subcategory_3,1645
401, product_401 ,Home,subcategory_5,946
402, product_402 ,Electronics,subcategory_4,1363
403, product_403 ,Electronics,subcategory_1,1725
404, product_404 ,Books,subcategory_1,885
405, product_405 ,Books,subcategory_5,1391
406, product_406 ,Home,subcategory_2,138
407, product_407 ,Electronics,subcategory_4,1974
408, product_408 ,Electronics,subcategory_1,1465
409, product_409 ,Books,subcategory_2,1948
410, product_410 ,Books,subcategory_1,749
411, product_411 ,Books,subcategory_2,1707
412, product_412 ,Home,subcategory_3,344
413, product_413 ,Electronics,subcategory_2,1369
414, product_414 ,Clothing,subcategory_5,1643
415, product_415 ,Clothing,subcategory_4,1540
416, product_416 ,Books,subcategory_1,1439
417, product_417 ,Books,subcategory_3,1596
418, product_418 ,Electronics,subcategory_3,753
419, product_419 ,Books,subcategory_2,891
420, product_420 ,Home,subcategory_3,845
421, product_421 ,Electronics,subcategory_2,294
422, product_422 ,Clothing,subcategory_4,946
423, product_423 ,Clothing,subcategory_3,709
424, product_424 ,Clothing,subcategory_4,1783
425, product_425 ,Clothing,subcategory_1,1197
426, product_426 ,Home,subcategory_4,1730
427, product_427 ,Home,subcategory_3,1446
428, product_428 ,Electronics,subcategory_1,672
429, product_429 ,Books,subcategory_3,665
430, product_430 ,Books,subcategory_1,1258
431, product_431 ,Home,subcategory_5,341
432, product_432 ,Home,subcategory_2,496
433, product_433 ,Home,subcategory_5,650
434, product_434 ,Home,subcategory_3,360
435, product_435 ,Electronics,subcategory_2,1859
436, product_436 ,Home,subcategory_2,1155
437, product_437 ,Electronics,subcategory_3,1430
438, product_438 ,Clothing,subcategory_2,522
439, product_439 ,Clothing,subcategory_2,1502
440, product_440 ,Books,subcategory_1,1544
441, product_441 ,Books,subcategory_3,1292
442, product_442 ,Books,subcategory_5,468
443, product_443 ,Home,subcategory_4,1653
444, product_444 ,Electronics,subcategory_3,519
445, product_445 ,Books,subcategory_5,1987
446, product_446 ,Books,subcategory_5,176
447, product_447 ,Home,subcategory_3,1832
448, product_448 ,Electronics,subcategory_3,724
449, product_449 ,Home,subcategory_5,389
450, product_450 ,Home,subcategory_1,1192
451, product_451 ,Books,subcategory_3,295
452, product_452 ,Books,subcategory_2,381
453, product_453 ,Books,subcategory_1,376
454, product_454 ,Electronics,subcategory_2,1181
455, product_455 ,Home,subcategory_1,188
456, product_456 ,Home,subcategory_4,427
457, product_457 ,Books,subcategory_5,1833
458, product_458 ,Home,subcategory_3,1330
459, product_459 ,Home,subcategory_4,658
460, product_460 ,Home,subcategory_5,1353
461, product_461 ,Clothing,subcategory_4,1785
462, product_462 ,Electronics,subcategory_1,459
463, product_463 ,Books,subcategory_2,815
464, product_464 ,Clothing,subcategory_5,823
465, product_465 ,Home,subcategory_5,1362
466, product_466 ,Clothing,subcategory_3,1679
467, product_467 ,Electronics,subcategory_5,1919
468, product_468 ,Home,subcategory_4,528
469, product_469 ,Home,subcategory_3,638
470, product_470 ,Electronics,subcategory_4,609
471, product_471 ,Clothing,subcategory_3,583
472, product_472 ,Clothing,subcategory_5,571
473, product_473 ,Home,subcategory_2,631
474, product_474 ,Electronics,subcategory_2,1060
475, product_475 ,Clothing,subcategory_3,1761
476, product_476 ,Electronics,subcategory_2,765
477, product_477 ,Electronics,subcategory_5,680
478, product_478 ,Books,subcategory_5,459
479, product_479 ,Electronics,subcategory_4,247
480, product_480 ,Electronics,subcategory_5,1182
481, product_481 ,Clothing,subcategory_5,232
482, product_482 ,Books,subcategory_4,118
483, product_483 ,Home,subcategory_3,1156
484, product_484 ,Books,subcategory_5,643
485, product_485 ,Books,subcategory_4,1031
486, product_486 ,Electronics,subcategory_4,1197
487, product_487 ,Electronics,subcategory_5,632
488, product_488 ,Home,subcategory_4,577
489, product_489 ,Home,subcategory_4,551
490, product_490 ,Clothing,subcategory_5,1077
491, product_491 ,Electronics,subcategory_1,1943
492, product_492 ,Clothing,subcategory_3,206
493, product_493 ,Books,subcategory_4,137
494, product_494 ,Books,subcategory_5,1912
495, product_495 ,Books,subcategory_5,666
496, product_496 ,Electronics,subcategory_2,1061
497, product_497 ,Electronics,subcategory_2,1103
498, product_498 ,Electronics,subcategory_5,1983
499, product_499 ,Clothing,subcategory_4,1102
500, product_500 ,Electronics,subcategory_4,538
