product_id,product_name,category,subcategory,cost_price
162,Product_162,Home,subcategory_4,947
163,Product_163,Books,subcategory_1,1054
164,Product_164,Electronics,subcategory_2,1765
165,Product_165,Clothing,subcategory_4,1839
166,Product_166,Electronics,subcategory_2,377
167,Product_167,Books,subcategory_2,1434
168,Product_168,Books,subcategory_5,1625
169,Product_169,Home,subcategory_1,1369
170,Product_170,Clothing,subcategory_1,483
171,Product_171,Books,subcategory_1,1574
172,Product_172,Electronics,subcategory_3,1349
173,Product_173,Home,subcategory_1,524
174,Product_174,Books,subcategory_3,1562
175,Product_175,Clothing,subcategory_2,1499
176,Product_176,Books,subcategory_3,637
177,Product_177,Electronics,subcategory_2,1926
178,Product_178,Electronics,subcategory_1,1208
179,Product_179,Electronics,subcategory_1,1801
180,Product_180,Clothing,subcategory_1,1614
181,Product_181,Electronics,subcategory_4,1220
182,Product_182,Home,subcategory_1,1597
183,Product_183,Books,subcategory_5,1220
184,Product_184,Electronics,subcategory_4,1736
185,Product_185,Home,subcategory_5,513
186,Product_186,Home,subcategory_3,1813
187,Product_187,Electronics,subcategory_1,1287
188,Product_188,Home,subcategory_2,1428
189,Product_189,Electronics,subcategory_5,942
190,Product_190,Clothing,subcategory_4,319
191,Product_191,Home,subcategory_4,634
192,Product_192,Electronics,subcategory_4,917
193,Product_193,Home,subcategory_5,962
194,Product_194,Clothing,subcategory_5,395
195,Product_195,Home,subcategory_4,1231
196,Product_196,Books,subcategory_2,1961
197,Product_197,Clothing,subcategory_2,1380
198,Product_198,Electronics,subcategory_5,437
199,Product_199,Home,subcategory_2,748
200,Product_200,Electronics,subcategory_4,1068
201,Product_201,Electronics,subcategory_2,908
202,Product_202,Books,subcategory_2,948
203,Product_203,Books,subcategory_1,1087
204,Product_204,Clothing,subcategory_5,1025
205,Product_205,Home,subcategory_1,424
206,Product_206,Books,subcategory_1,1183
207,Product_207,Home,subcategory_1,1106
208,Product_208,Home,subcategory_4,471
209,Product_209,Electronics,subcategory_3,1430
210,Product_210,Electronics,subcategory_1,603
211,Product_211,Electronics,subcategory_1,263
212,Product_212,Electronics,subcategory_4,771
213,Product_213,Home,subcategory_3,177
214,Product_214,Home,subcategory_2,1893
215,Product_215,Books,subcategory_4,182
216,Product_216,Clothing,subcategory_5,637
217,Product_217,Electronics,subcategory_4,1017
218,Product_218,Books,subcategory_5,1463
219,Product_219,Home,subcategory_1,1030
220,Product_220,Clothing,subcategory_4,646
221,Product_221,Books,subcategory_5,154
222,Product_222,Home,subcategory_2,582
223,Product_223,Electronics,subcategory_3,1523
224,Product_224,Home,subcategory_2,919
225,Product_225,Clothing,subcategory_2,539
226,Product_226,Books,subcategory_1,171
227,Product_227,Home,subcategory_4,1720
228,Product_228,Home,subcategory_1,1254
229,Product_229,Home,subcategory_3,770
230,Product_230,Books,subcategory_1,1224
231,Product_231,Home,subcategory_1,520
232,Product_232,Electronics,subcategory_4,1749
233,Product_233,Clothing,subcategory_5,219
234,Product_234,Home,subcategory_2,714
235,Product_235,Electronics,subcategory_2,670
236,Product_236,Clothing,subcategory_2,789
237,Product_237,Electronics,subcategory_5,1307
238,Product_238,Home,subcategory_3,1376
239,Product_239,Electronics,subcategory_1,1683
240,Product_240,Home,subcategory_4,1723
241,Product_241,Books,subcategory_1,1330
242,Product_242,Clothing,subcategory_1,1513
243,Product_243,Clothing,subcategory_5,1878
244,Product_244,Books,subcategory_2,1293
245,Product_245,Home,subcategory_3,1485
246,Product_246,Books,subcategory_5,865
247,Product_247,Home,subcategory_1,1071
248,Product_248,Books,subcategory_2,1913
249,Product_249,Electronics,subcategory_2,1046
250,Product_250,Clothing,subcategory_5,1035
251,Product_251,Clothing,subcategory_2,1934
252,Product_252,Books,subcategory_3,1154
253,Product_253,Clothing,subcategory_5,1036
254,Product_254,Clothing,subcategory_5,506
255,Product_255,Home,subcategory_3,1590
256,Product_256,Books,subcategory_5,1797
257,Product_257,Electronics,subcategory_5,977
258,Product_258,Home,subcategory_2,313
259,Product_259,Books,subcategory_2,1517
260,Product_260,Books,subcategory_5,296
261,Product_261,Clothing,subcategory_4,321
262,Product_262,Home,subcategory_2,1853
263,Product_263,Home,subcategory_4,1444
264,Product_264,Electronics,subcategory_3,1181
265,Product_265,Clothing,subcategory_4,131
266,Product_266,Books,subcategory_3,1592
267,Product_267,Books,subcategory_2,1084
268,Product_268,Home,subcategory_5,568
269,Product_269,Clothing,subcategory_4,904
270,Product_270,Books,subcategory_3,1316
271,Product_271,Clothing,subcategory_5,1419
272,Product_272,Clothing,subcategory_5,625
273,Product_273,Clothing,subcategory_2,1362
274,Product_274,Books,subcategory_1,366
275,Product_275,Home,subcategory_5,1035
276,Product_276,Electronics,subcategory_2,678
277,Product_277,Books,subcategory_4,1686
278,Product_278,Clothing,subcategory_2,1455
279,Product_279,Clothing,subcategory_5,263
280,Product_280,Clothing,subcategory_3,380
281,Product_281,Home,subcategory_3,1746
282,Product_282,Clothing,subcategory_1,829
283,Product_283,Home,subcategory_5,209
284,Product_284,Home,subcategory_3,991
285,Product_285,Electronics,subcategory_1,395
286,Product_286,Home,subcategory_1,1595
287,Product_287,Electronics,subcategory_2,329
288,Product_288,Clothing,subcategory_1,1692
289,Product_289,Electronics,subcategory_2,818
290,Product_290,Books,subcategory_3,842
291,Product_291,Home,subcategory_2,1793
292,Product_292,Clothing,subcategory_4,237
293,Product_293,Electronics,subcategory_5,1947
294,Product_294,Electronics,subcategory_2,1172
295,Product_295,Home,subcategory_2,1491
296,Product_296,Clothing,subcategory_2,1716
297,Product_297,Books,subcategory_2,220
298,Product_298,Clothing,subcategory_2,1706
299,Product_299,Electronics,subcategory_3,158
300,Product_300,Home,subcategory_1,1354
301,Product_301,Books,subcategory_4,186
302,Product_302,Clothing,subcategory_1,869
303,Product_303,Books,subcategory_4,1645
304,Product_304,Clothing,subcategory_2,527
305,Product_305,Electronics,subcategory_2,1220
306,Product_306,Clothing,subcategory_1,823
307,Product_307,Home,subcategory_1,507
308,Product_308,Books,subcategory_1,1464
309,Product_309,Clothing,subcategory_4,1623
310,Product_310,Books,subcategory_2,1337
311,Product_311,Electronics,subcategory_1,1472
312,Product_312,Clothing,subcategory_1,880
313,Product_313,Clothing,subcategory_2,1368
314,Product_314,Clothing,subcategory_5,1520
315,Product_315,Electronics,subcategory_3,185
316,Product_316,Books,subcategory_3,518
317,Product_317,Clothing,subcategory_1,1193
318,Product_318,Home,subcategory_5,227
319,Product_319,Books,subcategory_4,1216
320,Product_320,Books,subcategory_5,855
321,Product_321,Clothing,subcategory_5,1170
322,Product_322,Clothing,subcategory_3,1052
323,Product_323,Electronics,subcategory_4,1350
324,Product_324,Books,subcategory_5,830
325,Product_325,Electronics,subcategory_4,1708
326,Product_326,Clothing,subcategory_3,1927
327,Product_327,Clothing,subcategory_5,1317
328,Product_328,Clothing,subcategory_3,752
329,Product_329,Home,subcategory_1,1354
330,Product_330,Books,subcategory_3,1617
331,Product_331,Clothing,subcategory_2,427
332,Product_332,Home,subcategory_4,1811
333,Product_333,Books,subcategory_4,1844
334,Product_334,Electronics,subcategory_3,906
335,Product_335,Home,subcategory_5,276
336,Product_336,Electronics,subcategory_4,490
337,Product_337,Electronics,subcategory_4,782
338,Product_338,Books,subcategory_2,631
339,Product_339,Home,subcategory_2,891
340,Product_340,Books,subcategory_4,1887
341,Product_341,Electronics,subcategory_3,1820
342,Product_342,Clothing,subcategory_2,916
343,Product_343,Clothing,subcategory_3,1455
344,Product_344,Books,subcategory_5,1053
345,Product_345,Clothing,subcategory_1,737
346,Product_346,Clothing,subcategory_1,1514
347,Product_347,Home,subcategory_4,1156
348,Product_348,Electronics,subcategory_2,777
349,Product_349,Electronics,subcategory_1,712
350,Product_350,Electronics,subcategory_1,172
351,Product_351,Books,subcategory_4,1438
352,Product_352,Clothing,subcategory_2,1055
353,Product_353,Electronics,subcategory_1,1879
354,Product_354,Home,subcategory_3,1346
355,Product_355,Home,subcategory_5,1888
356,Product_356,Home,subcategory_1,556
357,Product_357,Books,subcategory_1,1345
358,Product_358,Home,subcategory_2,1065
359,Product_359,Home,subcategory_2,1642
360,Product_360,Electronics,subcategory_3,1149
361,Product_361,Books,subcategory_4,294
362,Product_362,Clothing,subcategory_4,655
363,Product_363,Books,subcategory_3,1627
364,Product_364,Home,subcategory_4,1178
365,Product_365,Clothing,subcategory_4,208
366,Product_366,Home,subcategory_1,623
367,Product_367,Electronics,subcategory_4,192
368,Product_368,Electronics,subcategory_4,1745
369,Product_369,Electronics,subcategory_1,180
370,Product_370,Home,subcategory_1,1166
371,Product_371,Home,subcategory_3,1901
372,Product_372,Electronics,subcategory_2,515
373,Product_373,Home,subcategory_4,1609
374,Product_374,Clothing,subcategory_4,962
375,Product_375,Books,subcategory_1,1213
376,Product_376,Clothing,subcategory_4,1064
377,Product_377,Home,subcategory_5,224
378,Product_378,Clothing,subcategory_4,1165
379,Product_379,Home,subcategory_3,1619
380,Product_380,Electronics,subcategory_3,1864
381,Product_381,Electronics,subcategory_1,764
382,Product_382,Electronics,subcategory_2,1598
383,Product_383,Clothing,subcategory_3,1898
384,Product_384,Home,subcategory_4,1401
385,Product_385,Clothing,subcategory_1,386
386,Product_386,Home,subcategory_3,1573
387,Product_387,Electronics,subcategory_5,1441
388,Product_388,Clothing,subcategory_5,1915
389,Product_389,Clothing,subcategory_2,1843
390,Product_390,Clothing,subcategory_2,934
391,Product_391,Books,subcategory_3,1505
392,Product_392,Books,subcategory_2,178
393,Product_393,Electronics,subcategory_1,973
394,Product_394,Books,subcategory_1,1670
395,Product_395,Books,subcategory_2,1162
396,Product_396,Electronics,subcategory_3,1714
397,Product_397,Home,subcategory_3,690
398,Product_398,Books,subcategory_1,1388
399,Product_399,Books,subcategory_5,1244
400,Product_400,Clothing,subcategory_3,1645
401,Product_401,Home,subcategory_5,946
402,Product_402,Electronics,subcategory_4,1363
403,Product_403,Electronics,subcategory_1,1725
404,Product_404,Books,subcategory_1,885
405,Product_405,Books,subcategory_5,1391
406,Product_406,Home,subcategory_2,138
407,Product_407,Electronics,subcategory_4,1974
408,Product_408,Electronics,subcategory_1,1465
409,Product_409,Books,subcategory_2,1948
410,Product_410,Books,subcategory_1,749
411,Product_411,Books,subcategory_2,1707
412,Product_412,Home,subcategory_3,344
413,Product_413,Electronics,subcategory_2,1369
414,Product_414,Clothing,subcategory_5,1643
415,Product_415,Clothing,subcategory_4,1540
416,Product_416,Books,subcategory_1,1439
417,Product_417,Books,subcategory_3,1596
418,Product_418,Electronics,subcategory_3,753
419,Product_419,Books,subcategory_2,891
420,Product_420,Home,subcategory_3,845
421,Product_421,Electronics,subcategory_2,294
422,Product_422,Clothing,subcategory_4,946
423,Product_423,Clothing,subcategory_3,709
424,Product_424,Clothing,subcategory_4,1783
425,Product_425,Clothing,subcategory_1,1197
426,Product_426,Home,subcategory_4,1730
427,Product_427,Home,subcategory_3,1446
428,Product_428,Electronics,subcategory_1,672
429,Product_429,Books,subcategory_3,665
430,Product_430,Books,subcategory_1,1258
431,Product_431,Home,subcategory_5,341
432,Product_432,Home,subcategory_2,496
433,Product_433,Home,subcategory_5,650
434,Product_434,Home,subcategory_3,360
435,Product_435,Electronics,subcategory_2,1859
436,Product_436,Home,subcategory_2,1155
437,Product_437,Electronics,subcategory_3,1430
438,Product_438,Clothing,subcategory_2,522
439,Product_439,Clothing,subcategory_2,1502
440,Product_440,Books,subcategory_1,1544
441,Product_441,Books,subcategory_3,1292
442,Product_442,Books,subcategory_5,468
443,Product_443,Home,subcategory_4,1653
444,Product_444,Electronics,subcategory_3,519
445,Product_445,Books,subcategory_5,1987
446,Product_446,Books,subcategory_5,176
447,Product_447,Home,subcategory_3,1832
448,Product_448,Electronics,subcategory_3,724
449,Product_449,Home,subcategory_5,389
450,Product_450,Home,subcategory_1,1192
451,Product_451,Books,subcategory_3,295
452,Product_452,Books,subcategory_2,381
453,Product_453,Books,subcategory_1,376
454,Product_454,Electronics,subcategory_2,1181
455,Product_455,Home,subcategory_1,188
456,Product_456,Home,subcategory_4,427
457,Product_457,Books,subcategory_5,1833
458,Product_458,Home,subcategory_3,1330
459,Product_459,Home,subcategory_4,658
460,Product_460,Home,subcategory_5,1353
461,Product_461,Clothing,subcategory_4,1785
462,Product_462,Electronics,subcategory_1,459
463,Product_463,Books,subcategory_2,815
464,Product_464,Clothing,subcategory_5,823
465,Product_465,Home,subcategory_5,1362
466,Product_466,Clothing,subcategory_3,1679
467,Product_467,Electronics,subcategory_5,1919
468,Product_468,Home,subcategory_4,528
469,Product_469,Home,subcategory_3,638
470,Product_470,Electronics,subcategory_4,609
471,Product_471,Clothing,subcategory_3,583
472,Product_472,Clothing,subcategory_5,571
473,Product_473,Home,subcategory_2,631
474,Product_474,Electronics,subcategory_2,1060
475,Product_475,Clothing,subcategory_3,1761
476,Product_476,Electronics,subcategory_2,765
477,Product_477,Electronics,subcategory_5,680
478,Product_478,Books,subcategory_5,459
479,Product_479,Electronics,subcategory_4,247
480,Product_480,Electronics,subcategory_5,1182
481,Product_481,Clothing,subcategory_5,232
482,Product_482,Books,subcategory_4,118
483,Product_483,Home,subcategory_3,1156
484,Product_484,Books,subcategory_5,643
485,Product_485,Books,subcategory_4,1031
486,Product_486,Electronics,subcategory_4,1197
487,Product_487,Electronics,subcategory_5,632
488,Product_488,Home,subcategory_4,577
489,Product_489,Home,subcategory_4,551
490,Product_490,Clothing,subcategory_5,1077
491,Product_491,Electronics,subcategory_1,1943
492,Product_492,Clothing,subcategory_3,206
493,Product_493,Books,subcategory_4,137
494,Product_494,Books,subcategory_5,1912
495,Product_495,Books,subcategory_5,666
496,Product_496,Electronics,subcategory_2,1061
497,Product_497,Electronics,subcategory_2,1103
498,Product_498,Electronics,subcategory_5,1983
499,Product_499,Clothing,subcategory_4,1102
500,Product_500,Electronics,subcategory_4,538
