order_id,customer_id,order_date,status,region_code
163,83.0,2024-01-18 00:00:00,SHIPPED,WEST
164,500.0,2024-07-29 00:00:00,SHIPPED,NORTH
165,407.0,2024-11-17 00:00:00,DELIVERED,EAST
166,117.0,2024-04-07 00:00:00,SHIPPED,WEST
167,388.0,2024-12-11 00:00:00,DELIVERED,SOUTH
168,48.0,2023-08-07 00:00:00,SHIPPED,EAST
169,263.0,2023-01-03 00:00:00,RETURNED,NORTH
170,329.0,2023-11-01 00:00:00,RETURNED,NORTH
171,351.0,2024-03-21 00:00:00,RETURNED,NORTH
172,416.0,2023-10-21 00:00:00,CANCELLED,NORTH
173,13.0,2023-05-08 00:00:00,RETURNED,NORTH
174,22.0,22-05-2023 00:00:00,PLACED,SOUTH
175,479.0,2024-01-31 00:00:00,SHIPPED,WEST
176,132.0,2023-07-12 00:00:00,DELIVERED,NORTH
177,262.0,2024-03-26 00:00:00,DELIVERED,EAST
178,139.0,2024-07-23 00:00:00,PLACED,NORTH
179,,2024-05-21 00:00:00,CANCELLED,NORTH
180,168.0,2024-08-09 00:00:00,DELIVERED,NORTH
181,81.0,2023-10-18 00:00:00,SHIPPED,WEST
182,422.0,2023-12-20 00:00:00,PLACED,WEST
183,,2023-05-08 00:00:00,RETURNED,EAST
184,231.0,2024-05-06 00:00:00,CANCELLED,NORTH
185,364.0,2023-09-12 00:00:00,DELIVERED,WEST
186,228.0,2023-05-06 00:00:00,DELIVERED,NORTH
187,217.0,2024-06-10 00:00:00,DELIVERED,NORTH
188,419.0,2024-12-24 00:00:00,SHIPPED,SOUTH
189,278.0,2024-12-03 00:00:00,CANCELLED,NORTH
190,281.0,2023-01-05 00:00:00,CANCELLED,SOUTH
191,458.0,2023-10-05 00:00:00,PLACED,NORTH
192,203.0,2024-06-26 00:00:00,SHIPPED,SOUTH
193,84.0,2024-07-06 00:00:00,DELIVERED,SOUTH
194,342.0,2023-12-29 00:00:00,SHIPPED,SOUTH
195,69.0,2024-09-21 00:00:00,PLACED,WEST
196,312.0,2024-06-15 00:00:00,CANCELLED,EAST
197,79.0,2024-02-19 00:00:00,DELIVERED,WEST
198,492.0,2024-05-23 00:00:00,PLACED,EAST
199,202.0,2023-08-04 00:00:00,SHIPPED,NORTH
200,254.0,2023-01-01 00:00:00,PLACED,WEST
201,358.0,2023-12-13 00:00:00,DELIVERED,EAST
202,25.0,2023-05-06 00:00:00,SHIPPED,SOUTH
203,178.0,2024-10-13 00:00:00,DELIVERED,EAST
204,62.0,2024-07-31 00:00:00,CANCELLED,WEST
205,173.0,2024-01-28 00:00:00,DELIVERED,NORTH
206,252.0,2024-07-01 00:00:00,SHIPPED,WEST
207,308.0,2024-09-01 00:00:00,CANCELLED,EAST
208,31.0,2024-12-03 00:00:00,DELIVERED,SOUTH
209,81.0,2024-07-29 00:00:00,RETURNED,NORTH
210,398.0,2024-04-08 00:00:00,CANCELLED,SOUTH
211,171.0,2023-11-26 00:00:00,RETURNED,WEST
212,286.0,2023-09-11 00:00:00,DELIVERED,WEST
213,2.0,2023-09-14 00:00:00,RETURNED,SOUTH
214,270.0,2023-02-08 00:00:00,PLACED,WEST
215,488.0,2023-02-10 00:00:00,SHIPPED,SOUTH
216,126.0,2024-03-04 00:00:00,CANCELLED,SOUTH
217,6.0,2024-10-17 00:00:00,RETURNED,NORTH
218,325.0,04-04-2024 00:00:00,SHIPPED,WEST
219,,2023-01-26 00:00:00,CANCELLED,EAST
220,63.0,2023-01-22 00:00:00,SHIPPED,SOUTH
221,156.0,2023-01-07 00:00:00,DELIVERED,EAST
222,348.0,2024-08-11 00:00:00,PLACED,WEST
223,135.0,2023-08-31 00:00:00,PLACED,WEST
224,485.0,2023-06-12 00:00:00,RETURNED,SOUTH
225,163.0,2023-11-08 00:00:00,PLACED,WEST
226,340.0,19-06-2023 00:00:00,SHIPPED,NORTH
227,235.0,2023-10-07 00:00:00,CANCELLED,EAST
228,387.0,2023-01-01 00:00:00,RETURNED,EAST
229,441.0,19-02-2023 00:00:00,RETURNED,WEST
230,194.0,2023-08-03 00:00:00,CANCELLED,EAST
231,310.0,2024-06-01 00:00:00,RETURNED,SOUTH
232,98.0,2023-10-10 00:00:00,PLACED,SOUTH
233,,28-03-2023 00:00:00,CANCELLED,NORTH
234,453.0,2024-03-10 00:00:00,PLACED,SOUTH
235,,2024-01-05 00:00:00,RETURNED,EAST
236,409.0,2023-01-07 00:00:00,PLACED,NORTH
237,189.0,2024-09-22 00:00:00,CANCELLED,WEST
238,40.0,2024-01-11 00:00:00,SHIPPED,NORTH
239,307.0,2024-06-01 00:00:00,PLACED,WEST
240,122.0,2023-07-18 00:00:00,CANCELLED,WEST
241,186.0,2023-08-24 00:00:00,CANCELLED,EAST
242,62.0,2023-12-28 00:00:00,SHIPPED,WEST
243,90.0,2024-04-25 00:00:00,SHIPPED,EAST
244,204.0,2024-09-16 00:00:00,SHIPPED,NORTH
245,,2023-05-19 00:00:00,SHIPPED,WEST
246,18.0,2023-05-25 00:00:00,DELIVERED,NORTH
247,168.0,2023-04-14 00:00:00,DELIVERED,NORTH
248,145.0,16-12-2024 00:00:00,SHIPPED,EAST
249,210.0,2024-03-29 00:00:00,DELIVERED,SOUTH
250,387.0,2024-10-19 00:00:00,PLACED,EAST
251,262.0,2024-12-02 00:00:00,PLACED,WEST
252,125.0,2023-06-16 00:00:00,RETURNED,EAST
253,124.0,2024-09-04 00:00:00,DELIVERED,SOUTH
254,481.0,2024-09-01 00:00:00,CANCELLED,SOUTH
255,256.0,2023-04-13 00:00:00,CANCELLED,NORTH
256,347.0,2023-10-02 00:00:00,SHIPPED,SOUTH
257,308.0,2024-06-20 00:00:00,DELIVERED,SOUTH
258,428.0,2024-09-10 00:00:00,CANCELLED,WEST
259,275.0,2023-05-20 00:00:00,SHIPPED,EAST
260,313.0,2023-06-03 00:00:00,PLACED,SOUTH
261,,2023-06-22 00:00:00,DELIVERED,WEST
262,128.0,2023-05-19 00:00:00,PLACED,WEST
263,126.0,2024-07-05 00:00:00,RETURNED,SOUTH
264,335.0,2024-10-03 00:00:00,SHIPPED,WEST
265,398.0,2024-07-27 00:00:00,PLACED,WEST
266,485.0,2024-03-22 00:00:00,SHIPPED,SOUTH
267,465.0,2024-05-30 00:00:00,DELIVERED,EAST
268,292.0,2023-09-18 00:00:00,RETURNED,SOUTH
269,280.0,2024-03-11 00:00:00,SHIPPED,EAST
270,246.0,2023-11-23 00:00:00,RETURNED,NORTH
271,7.0,2024-01-25 00:00:00,SHIPPED,WEST
272,422.0,2024-05-03 00:00:00,RETURNED,NORTH
273,23.0,2024-10-19 00:00:00,PLACED,SOUTH
274,311.0,2024-03-22 00:00:00,RETURNED,WEST
275,289.0,2023-08-18 00:00:00,PLACED,EAST
276,58.0,2023-09-19 00:00:00,SHIPPED,SOUTH
277,115.0,18-12-2023 00:00:00,RETURNED,SOUTH
278,105.0,2023-05-01 00:00:00,RETURNED,SOUTH
279,426.0,2024-10-05 00:00:00,CANCELLED,NORTH
280,102.0,2024-01-10 00:00:00,DELIVERED,SOUTH
281,492.0,2024-02-23 00:00:00,CANCELLED,SOUTH
282,340.0,2024-12-30 00:00:00,CANCELLED,WEST
283,270.0,2024-06-05 00:00:00,CANCELLED,WEST
284,3.0,2023-12-28 00:00:00,DELIVERED,WEST
285,370.0,2023-02-21 00:00:00,PLACED,EAST
286,361.0,2023-08-02 00:00:00,CANCELLED,WEST
287,102.0,2024-12-03 00:00:00,CANCELLED,NORTH
288,210.0,2024-05-05 00:00:00,SHIPPED,NORTH
289,190.0,2023-10-31 00:00:00,DELIVERED,NORTH
290,30.0,2023-09-04 00:00:00,PLACED,EAST
291,467.0,2024-07-24 00:00:00,PLACED,NORTH
292,252.0,2024-11-04 00:00:00,SHIPPED,NORTH
293,498.0,04-04-2023 00:00:00,CANCELLED,EAST
294,471.0,2023-10-03 00:00:00,SHIPPED,NORTH
295,334.0,2023-10-01 00:00:00,CANCELLED,WEST
296,230.0,2023-08-17 00:00:00,SHIPPED,EAST
297,320.0,2024-08-20 00:00:00,RETURNED,SOUTH
298,236.0,2024-12-03 00:00:00,DELIVERED,WEST
299,138.0,2023-08-25 00:00:00,SHIPPED,NORTH
300,60.0,2023-03-01 00:00:00,PLACED,SOUTH
301,366.0,2023-02-24 00:00:00,SHIPPED,SOUTH
302,400.0,2023-04-25 00:00:00,SHIPPED,SOUTH
303,498.0,2023-03-15 00:00:00,PLACED,NORTH
304,215.0,2023-06-02 00:00:00,CANCELLED,NORTH
305,500.0,2024-02-27 00:00:00,PLACED,EAST
306,34.0,2024-07-24 00:00:00,PLACED,NORTH
307,458.0,2023-05-20 00:00:00,DELIVERED,SOUTH
308,113.0,2024-06-02 00:00:00,SHIPPED,NORTH
309,469.0,2024-12-03 00:00:00,DELIVERED,EAST
310,80.0,2024-07-25 00:00:00,PLACED,NORTH
311,346.0,2023-09-07 00:00:00,DELIVERED,NORTH
312,97.0,2023-01-16 00:00:00,RETURNED,EAST
313,416.0,2023-03-01 00:00:00,PLACED,EAST
314,16.0,2024-03-31 00:00:00,CANCELLED,WEST
315,,2023-01-28 00:00:00,SHIPPED,NORTH
316,446.0,2023-12-11 00:00:00,RETURNED,WEST
317,,15-08-2024 00:00:00,SHIPPED,WEST
318,310.0,2024-08-08 00:00:00,PLACED,NORTH
319,176.0,2023-08-30 00:00:00,PLACED,NORTH
320,278.0,2024-10-08 00:00:00,PLACED,EAST
321,381.0,16-05-2024 00:00:00,CANCELLED,NORTH
322,166.0,2023-12-22 00:00:00,CANCELLED,NORTH
323,244.0,2024-02-13 00:00:00,DELIVERED,WEST
324,,2023-02-01 00:00:00,SHIPPED,SOUTH
325,466.0,2023-11-26 00:00:00,PLACED,NORTH
326,296.0,2024-02-29 00:00:00,SHIPPED,WEST
327,274.0,2024-03-04 00:00:00,SHIPPED,EAST
328,278.0,2023-04-12 00:00:00,RETURNED,WEST
329,355.0,2024-12-14 00:00:00,CANCELLED,EAST
330,237.0,2024-09-12 00:00:00,PLACED,WEST
331,103.0,2023-03-24 00:00:00,CANCELLED,EAST
332,,2024-04-13 00:00:00,PLACED,WEST
333,357.0,24-03-2024 00:00:00,SHIPPED,NORTH
334,398.0,2023-04-29 00:00:00,RETURNED,NORTH
335,192.0,2023-07-09 00:00:00,SHIPPED,WEST
336,61.0,2023-11-19 00:00:00,CANCELLED,NORTH
337,177.0,2023-08-09 00:00:00,PLACED,SOUTH
338,,2024-08-02 00:00:00,RETURNED,NORTH
339,404.0,2024-05-27 00:00:00,DELIVERED,EAST
340,392.0,2023-09-19 00:00:00,PLACED,NORTH
341,53.0,2023-12-14 00:00:00,PLACED,EAST
342,244.0,2024-03-25 00:00:00,PLACED,SOUTH
343,306.0,2024-09-09 00:00:00,RETURNED,NORTH
344,255.0,2024-09-30 00:00:00,PLACED,WEST
345,31.0,2024-07-25 00:00:00,CANCELLED,WEST
346,13.0,2024-01-20 00:00:00,DELIVERED,NORTH
347,,2024-08-05 00:00:00,CANCELLED,NORTH
348,185.0,2024-12-03 00:00:00,DELIVERED,NORTH
349,91.0,2023-03-21 00:00:00,RETURNED,WEST
350,307.0,2024-04-08 00:00:00,DELIVERED,EAST
351,304.0,2023-10-22 00:00:00,SHIPPED,SOUTH
352,426.0,2024-05-26 00:00:00,CANCELLED,EAST
353,405.0,2024-11-01 00:00:00,CANCELLED,EAST
354,336.0,2024-05-17 00:00:00,RETURNED,WEST
355,68.0,2024-10-26 00:00:00,RETURNED,EAST
356,,2023-08-04 00:00:00,RETURNED,EAST
357,177.0,2024-06-03 00:00:00,SHIPPED,SOUTH
358,,2024-12-12 00:00:00,SHIPPED,WEST
359,392.0,15-11-2024 00:00:00,PLACED,WEST
360,296.0,02-12-2023 00:00:00,CANCELLED,WEST
361,295.0,08-12-2024 00:00:00,RETURNED,SOUTH
362,473.0,2023-12-01 00:00:00,RETURNED,SOUTH
363,381.0,2024-11-14 00:00:00,PLACED,NORTH
364,356.0,2024-09-19 00:00:00,DELIVERED,SOUTH
365,191.0,2023-10-02 00:00:00,RETURNED,WEST
366,431.0,2024-08-28 00:00:00,PLACED,SOUTH
367,135.0,2024-12-04 00:00:00,DELIVERED,WEST
368,448.0,01-07-2023 00:00:00,PLACED,NORTH
369,242.0,2024-04-28 00:00:00,DELIVERED,SOUTH
370,146.0,2023-09-19 00:00:00,RETURNED,SOUTH
371,200.0,2024-11-01 00:00:00,CANCELLED,EAST
372,164.0,2023-04-08 00:00:00,PLACED,SOUTH
373,434.0,04-10-2024 00:00:00,RETURNED,NORTH
374,150.0,2024-12-01 00:00:00,DELIVERED,WEST
375,422.0,2024-11-09 00:00:00,SHIPPED,SOUTH
376,374.0,2023-07-12 00:00:00,CANCELLED,EAST
377,57.0,2024-07-06 00:00:00,CANCELLED,EAST
378,274.0,2024-08-27 00:00:00,CANCELLED,EAST
379,368.0,2023-08-04 00:00:00,SHIPPED,SOUTH
380,58.0,2023-05-03 00:00:00,PLACED,EAST
381,197.0,2023-02-03 00:00:00,SHIPPED,EAST
382,373.0,2024-02-08 00:00:00,PLACED,NORTH
383,211.0,2023-10-11 00:00:00,PLACED,EAST
384,10.0,2023-01-16 00:00:00,CANCELLED,EAST
385,500.0,2024-07-08 00:00:00,DELIVERED,NORTH
386,316.0,2023-07-03 00:00:00,PLACED,SOUTH
387,394.0,2023-07-25 00:00:00,SHIPPED,WEST
388,36.0,2024-03-05 00:00:00,RETURNED,NORTH
389,408.0,2023-01-12 00:00:00,SHIPPED,NORTH
390,9.0,2024-03-23 00:00:00,RETURNED,EAST
391,351.0,2023-01-08 00:00:00,CANCELLED,SOUTH
392,494.0,17-07-2024 00:00:00,PLACED,NORTH
393,87.0,2023-04-17 00:00:00,DELIVERED,EAST
394,,04-01-2024 00:00:00,PLACED,NORTH
395,3.0,2023-09-02 00:00:00,CANCELLED,WEST
396,15.0,04-06-2023 00:00:00,DELIVERED,EAST
397,427.0,2023-10-10 00:00:00,SHIPPED,WEST
398,117.0,2023-07-27 00:00:00,DELIVERED,SOUTH
399,147.0,21-04-2024 00:00:00,CANCELLED,SOUTH
400,170.0,2024-10-16 00:00:00,PLACED,SOUTH
401,169.0,2024-09-08 00:00:00,CANCELLED,WEST
402,467.0,2023-08-05 00:00:00,RETURNED,SOUTH
403,216.0,2023-01-02 00:00:00,DELIVERED,EAST
404,171.0,2024-12-30 00:00:00,DELIVERED,WEST
405,84.0,2023-05-22 00:00:00,CANCELLED,EAST
406,79.0,2024-12-02 00:00:00,SHIPPED,SOUTH
407,331.0,2023-10-17 00:00:00,SHIPPED,NORTH
408,144.0,2023-08-18 00:00:00,PLACED,WEST
409,83.0,2024-09-11 00:00:00,PLACED,NORTH
410,355.0,2023-01-29 00:00:00,SHIPPED,NORTH
411,137.0,2024-04-26 00:00:00,PLACED,EAST
412,321.0,2023-01-17 00:00:00,DELIVERED,WEST
413,151.0,2023-12-19 00:00:00,PLACED,NORTH
414,242.0,2024-10-20 00:00:00,PLACED,EAST
415,53.0,2023-10-17 00:00:00,SHIPPED,NORTH
416,42.0,08-07-2023 00:00:00,SHIPPED,EAST
417,,08-02-2024 00:00:00,CANCELLED,EAST
418,253.0,07-11-2024 00:00:00,SHIPPED,NORTH
419,179.0,2024-02-20 00:00:00,RETURNED,EAST
420,298.0,2024-05-13 00:00:00,RETURNED,SOUTH
421,135.0,2024-08-07 00:00:00,SHIPPED,SOUTH
422,45.0,2023-04-25 00:00:00,PLACED,WEST
423,6.0,2023-06-26 00:00:00,RETURNED,EAST
424,360.0,2023-07-12 00:00:00,DELIVERED,SOUTH
425,220.0,2024-03-17 00:00:00,PLACED,EAST
426,200.0,01-10-2023 00:00:00,SHIPPED,WEST
427,156.0,2024-03-02 00:00:00,CANCELLED,NORTH
428,461.0,2023-11-22 00:00:00,CANCELLED,NORTH
429,247.0,2023-04-29 00:00:00,DELIVERED,EAST
430,77.0,2024-09-24 00:00:00,DELIVERED,SOUTH
431,355.0,2024-03-20 00:00:00,DELIVERED,NORTH
432,254.0,03-08-2024 00:00:00,PLACED,NORTH
433,105.0,2024-10-22 00:00:00,RETURNED,EAST
434,424.0,2024-10-13 00:00:00,CANCELLED,SOUTH
435,9.0,02-11-2024 00:00:00,CANCELLED,WEST
436,227.0,2024-07-09 00:00:00,CANCELLED,EAST
437,189.0,2023-08-17 00:00:00,RETURNED,WEST
438,320.0,2024-05-01 00:00:00,RETURNED,EAST
439,201.0,2024-08-28 00:00:00,SHIPPED,WEST
440,299.0,2024-10-04 00:00:00,PLACED,NORTH
441,484.0,2023-01-14 00:00:00,DELIVERED,EAST
442,374.0,21-02-2024 00:00:00,SHIPPED,EAST
443,365.0,2024-08-04 00:00:00,PLACED,NORTH
444,202.0,2023-12-10 00:00:00,SHIPPED,SOUTH
445,58.0,2023-10-26 00:00:00,DELIVERED,EAST
446,361.0,2024-02-04 00:00:00,SHIPPED,WEST
447,219.0,23-09-2023 00:00:00,CANCELLED,EAST
448,433.0,2023-11-18 00:00:00,PLACED,WEST
449,147.0,2023-05-06 00:00:00,DELIVERED,WEST
450,158.0,2023-11-06 00:00:00,SHIPPED,SOUTH
451,16.0,2023-12-09 00:00:00,DELIVERED,WEST
452,32.0,2024-03-10 00:00:00,CANCELLED,EAST
453,102.0,2023-04-01 00:00:00,DELIVERED,NORTH
454,225.0,21-07-2023 00:00:00,RETURNED,EAST
455,252.0,2024-05-01 00:00:00,RETURNED,NORTH
456,255.0,2023-09-16 00:00:00,CANCELLED,WEST
457,499.0,2023-09-11 00:00:00,CANCELLED,SOUTH
458,181.0,2023-02-11 00:00:00,PLACED,SOUTH
459,206.0,2024-05-05 00:00:00,PLACED,WEST
460,26.0,2024-07-15 00:00:00,SHIPPED,EAST
461,378.0,2024-07-07 00:00:00,CANCELLED,NORTH
462,197.0,2024-02-13 00:00:00,DELIVERED,NORTH
463,208.0,2023-01-13 00:00:00,SHIPPED,EAST
464,365.0,2023-06-30 00:00:00,RETURNED,WEST
465,42.0,2023-04-20 00:00:00,PLACED,WEST
466,303.0,2024-08-23 00:00:00,PLACED,EAST
