order_id,customer_id,order_date,status,region_code
158,54.0,2023-06-18,CANCELLED,EAST
159,71.0,2023-07-14,PLACED,SOUTH
160,208.0,2023-09-17,SHIPPED,EAST
161,172.0,2023-03-28,RETURNED,NORTH
162,348.0,,DELIVERED,WEST
163,83.0,2024-01-18,SHIPPED,WEST
164,500.0,2024-07-29,SHIPPED,NORTH
165,407.0,2024-11-17,DELIVERED,EAST
166,117.0,2024-04-07,SHIPPED,WEST
167,388.0,2024-12-11,DELIVERED,SOUTH
168,48.0,2023-08-07,SHIPPED,EAST
169,263.0,2023-01-03,RETURNED,NORTH
170,329.0,2023-11-01,RETURNED,NORTH
171,351.0,2024-03-21,RETURNED,NORTH
172,416.0,2023-10-21,CANCELLED,NORTH
173,13.0,2023-05-08,RETURNED,NORTH
174,22.0,,PLACED,SOUTH
175,479.0,2024-01-31,SHIPPED,WEST
176,132.0,2023-07-12,DELIVERED,NORTH
177,262.0,2024-03-26,DELIVERED,EAST
178,139.0,2024-07-23,PLACED,NORTH
179,-1.0,2024-05-21,CANCELLED,NORTH
180,168.0,2024-08-09,DELIVERED,NORTH
181,81.0,2023-10-18,SHIPPED,WEST
182,422.0,2023-12-20,PLACED,WEST
183,-1.0,2023-05-08,RETURNED,EAST
184,231.0,2024-05-06,CANCELLED,NORTH
185,364.0,2023-09-12,DELIVERED,WEST
186,228.0,2023-05-06,DELIVERED,NORTH
187,217.0,2024-06-10,DELIVERED,NORTH
188,419.0,2024-12-24,SHIPPED,SOUTH
189,278.0,2024-12-03,CANCELLED,NORTH
190,281.0,2023-01-05,CANCELLED,SOUTH
191,458.0,2023-10-05,PLACED,NORTH
192,203.0,2024-06-26,SHIPPED,SOUTH
193,84.0,2024-07-06,DELIVERED,SOUTH
194,342.0,2023-12-29,SHIPPED,SOUTH
195,69.0,2024-09-21,PLACED,WEST
196,312.0,2024-06-15,CANCELLED,EAST
197,79.0,2024-02-19,DELIVERED,WEST
198,492.0,2024-05-23,PLACED,EAST
199,202.0,2023-08-04,SHIPPED,NORTH
200,254.0,2023-01-01,PLACED,WEST
201,358.0,2023-12-13,DELIVERED,EAST
202,25.0,2023-05-06,SHIPPED,SOUTH
203,178.0,2024-10-13,DELIVERED,EAST
204,62.0,2024-07-31,CANCELLED,WEST
205,173.0,2024-01-28,DELIVERED,NORTH
206,252.0,2024-07-01,SHIPPED,WEST
207,308.0,2024-09-01,CANCELLED,EAST
208,31.0,2024-12-03,DELIVERED,SOUTH
209,81.0,2024-07-29,RETURNED,NORTH
210,398.0,2024-04-08,CANCELLED,SOUTH
211,171.0,2023-11-26,RETURNED,WEST
212,286.0,2023-09-11,DELIVERED,WEST
213,2.0,2023-09-14,RETURNED,SOUTH
214,270.0,2023-02-08,PLACED,WEST
215,488.0,2023-02-10,SHIPPED,SOUTH
216,126.0,2024-03-04,CANCELLED,SOUTH
217,6.0,2024-10-17,RETURNED,NORTH
218,325.0,,SHIPPED,WEST
219,-1.0,2023-01-26,CANCELLED,EAST
220,63.0,2023-01-22,SHIPPED,SOUTH
221,156.0,2023-01-07,DELIVERED,EAST
222,348.0,2024-08-11,PLACED,WEST
223,135.0,2023-08-31,PLACED,WEST
224,485.0,2023-06-12,RETURNED,SOUTH
225,163.0,2023-11-08,PLACED,WEST
226,340.0,,SHIPPED,NORTH
227,235.0,2023-10-07,CANCELLED,EAST
228,387.0,2023-01-01,RETURNED,EAST
229,441.0,,RETURNED,WEST
230,194.0,2023-08-03,CANCELLED,EAST
231,310.0,2024-06-01,RETURNED,SOUTH
232,98.0,2023-10-10,PLACED,SOUTH
233,-1.0,,CANCELLED,NORTH
234,453.0,2024-03-10,PLACED,SOUTH
235,-1.0,2024-01-05,RETURNED,EAST
236,409.0,2023-01-07,PLACED,NORTH
237,189.0,2024-09-22,CANCELLED,WEST
238,40.0,2024-01-11,SHIPPED,NORTH
239,307.0,2024-06-01,PLACED,WEST
240,122.0,2023-07-18,CANCELLED,WEST
241,186.0,2023-08-24,CANCELLED,EAST
242,62.0,2023-12-28,SHIPPED,WEST
243,90.0,2024-04-25,SHIPPED,EAST
244,204.0,2024-09-16,SHIPPED,NORTH
245,-1.0,2023-05-19,SHIPPED,WEST
246,18.0,2023-05-25,DELIVERED,NORTH
247,168.0,2023-04-14,DELIVERED,NORTH
248,145.0,,SHIPPED,EAST
249,210.0,2024-03-29,DELIVERED,SOUTH
250,387.0,2024-10-19,PLACED,EAST
251,262.0,2024-12-02,PLACED,WEST
252,125.0,2023-06-16,RETURNED,EAST
253,124.0,2024-09-04,DELIVERED,SOUTH
254,481.0,2024-09-01,CANCELLED,SOUTH
255,256.0,2023-04-13,CANCELLED,NORTH
256,347.0,2023-10-02,SHIPPED,SOUTH
257,308.0,2024-06-20,DELIVERED,SOUTH
258,428.0,2024-09-10,CANCELLED,WEST
259,275.0,2023-05-20,SHIPPED,EAST
260,313.0,2023-06-03,PLACED,SOUTH
261,-1.0,2023-06-22,DELIVERED,WEST
262,128.0,2023-05-19,PLACED,WEST
263,126.0,2024-07-05,RETURNED,SOUTH
264,335.0,2024-10-03,SHIPPED,WEST
265,398.0,2024-07-27,PLACED,WEST
266,485.0,2024-03-22,SHIPPED,SOUTH
267,465.0,2024-05-30,DELIVERED,EAST
268,292.0,2023-09-18,RETURNED,SOUTH
269,280.0,2024-03-11,SHIPPED,EAST
270,246.0,2023-11-23,RETURNED,NORTH
271,7.0,2024-01-25,SHIPPED,WEST
272,422.0,2024-05-03,RETURNED,NORTH
273,23.0,2024-10-19,PLACED,SOUTH
274,311.0,2024-03-22,RETURNED,WEST
275,289.0,2023-08-18,PLACED,EAST
276,58.0,2023-09-19,SHIPPED,SOUTH
277,115.0,,RETURNED,SOUTH
278,105.0,2023-05-01,RETURNED,SOUTH
279,426.0,2024-10-05,CANCELLED,NORTH
280,102.0,2024-01-10,DELIVERED,SOUTH
281,492.0,2024-02-23,CANCELLED,SOUTH
282,340.0,2024-12-30,CANCELLED,WEST
283,270.0,2024-06-05,CANCELLED,WEST
284,3.0,2023-12-28,DELIVERED,WEST
285,370.0,2023-02-21,PLACED,EAST
286,361.0,2023-08-02,CANCELLED,WEST
287,102.0,2024-12-03,CANCELLED,NORTH
288,210.0,2024-05-05,SHIPPED,NORTH
289,190.0,2023-10-31,DELIVERED,NORTH
290,30.0,2023-09-04,PLACED,EAST
291,467.0,2024-07-24,PLACED,NORTH
292,252.0,2024-11-04,SHIPPED,NORTH
293,498.0,,CANCELLED,EAST
294,471.0,2023-10-03,SHIPPED,NORTH
295,334.0,2023-10-01,CANCELLED,WEST
296,230.0,2023-08-17,SHIPPED,EAST
297,320.0,2024-08-20,RETURNED,SOUTH
298,236.0,2024-12-03,DELIVERED,WEST
299,138.0,2023-08-25,SHIPPED,NORTH
300,60.0,2023-03-01,PLACED,SOUTH
301,366.0,2023-02-24,SHIPPED,SOUTH
302,400.0,2023-04-25,SHIPPED,SOUTH
303,498.0,2023-03-15,PLACED,NORTH
304,215.0,2023-06-02,CANCELLED,NORTH
305,500.0,2024-02-27,PLACED,EAST
306,34.0,2024-07-24,PLACED,NORTH
307,458.0,2023-05-20,DELIVERED,SOUTH
308,113.0,2024-06-02,SHIPPED,NORTH
309,469.0,2024-12-03,DELIVERED,EAST
310,80.0,2024-07-25,PLACED,NORTH
311,346.0,2023-09-07,DELIVERED,NORTH
312,97.0,2023-01-16,RETURNED,EAST
313,416.0,2023-03-01,PLACED,EAST
314,16.0,2024-03-31,CANCELLED,WEST
315,-1.0,2023-01-28,SHIPPED,NORTH
316,446.0,2023-12-11,RETURNED,WEST
317,-1.0,,SHIPPED,WEST
318,310.0,2024-08-08,PLACED,NORTH
319,176.0,2023-08-30,PLACED,NORTH
320,278.0,2024-10-08,PLACED,EAST
321,381.0,,CANCELLED,NORTH
322,166.0,2023-12-22,CANCELLED,NORTH
323,244.0,2024-02-13,DELIVERED,WEST
324,-1.0,2023-02-01,SHIPPED,SOUTH
325,466.0,2023-11-26,PLACED,NORTH
326,296.0,2024-02-29,SHIPPED,WEST
327,274.0,2024-03-04,SHIPPED,EAST
328,278.0,2023-04-12,RETURNED,WEST
329,355.0,2024-12-14,CANCELLED,EAST
330,237.0,2024-09-12,PLACED,WEST
331,103.0,2023-03-24,CANCELLED,EAST
332,-1.0,2024-04-13,PLACED,WEST
333,357.0,,SHIPPED,NORTH
334,398.0,2023-04-29,RETURNED,NORTH
335,192.0,2023-07-09,SHIPPED,WEST
336,61.0,2023-11-19,CANCELLED,NORTH
337,177.0,2023-08-09,PLACED,SOUTH
338,-1.0,2024-08-02,RETURNED,NORTH
339,404.0,2024-05-27,DELIVERED,EAST
340,392.0,2023-09-19,PLACED,NORTH
341,53.0,2023-12-14,PLACED,EAST
342,244.0,2024-03-25,PLACED,SOUTH
343,306.0,2024-09-09,RETURNED,NORTH
344,255.0,2024-09-30,PLACED,WEST
345,31.0,2024-07-25,CANCELLED,WEST
346,13.0,2024-01-20,DELIVERED,NORTH
347,-1.0,2024-08-05,CANCELLED,NORTH
348,185.0,2024-12-03,DELIVERED,NORTH
349,91.0,2023-03-21,RETURNED,WEST
350,307.0,2024-04-08,DELIVERED,EAST
351,304.0,2023-10-22,SHIPPED,SOUTH
352,426.0,2024-05-26,CANCELLED,EAST
353,405.0,2024-11-01,CANCELLED,EAST
354,336.0,2024-05-17,RETURNED,WEST
355,68.0,2024-10-26,RETURNED,EAST
356,-1.0,2023-08-04,RETURNED,EAST
357,177.0,2024-06-03,SHIPPED,SOUTH
358,-1.0,2024-12-12,SHIPPED,WEST
359,392.0,,PLACED,WEST
360,296.0,,CANCELLED,WEST
361,295.0,,RETURNED,SOUTH
362,473.0,2023-12-01,RETURNED,SOUTH
363,381.0,2024-11-14,PLACED,NORTH
364,356.0,2024-09-19,DELIVERED,SOUTH
365,191.0,2023-10-02,RETURNED,WEST
366,431.0,2024-08-28,PLACED,SOUTH
367,135.0,2024-12-04,DELIVERED,WEST
368,448.0,,PLACED,NORTH
369,242.0,2024-04-28,DELIVERED,SOUTH
370,146.0,2023-09-19,RETURNED,SOUTH
371,200.0,2024-11-01,CANCELLED,EAST
372,164.0,2023-04-08,PLACED,SOUTH
373,434.0,,RETURNED,NORTH
374,150.0,2024-12-01,DELIVERED,WEST
375,422.0,2024-11-09,SHIPPED,SOUTH
376,374.0,2023-07-12,CANCELLED,EAST
377,57.0,2024-07-06,CANCELLED,EAST
378,274.0,2024-08-27,CANCELLED,EAST
379,368.0,2023-08-04,SHIPPED,SOUTH
380,58.0,2023-05-03,PLACED,EAST
381,197.0,2023-02-03,SHIPPED,EAST
382,373.0,2024-02-08,PLACED,NORTH
383,211.0,2023-10-11,PLACED,EAST
384,10.0,2023-01-16,CANCELLED,EAST
385,500.0,2024-07-08,DELIVERED,NORTH
386,316.0,2023-07-03,PLACED,SOUTH
387,394.0,2023-07-25,SHIPPED,WEST
388,36.0,2024-03-05,RETURNED,NORTH
389,408.0,2023-01-12,SHIPPED,NORTH
390,9.0,2024-03-23,RETURNED,EAST
391,351.0,2023-01-08,CANCELLED,SOUTH
392,494.0,,PLACED,NORTH
393,87.0,2023-04-17,DELIVERED,EAST
394,-1.0,,PLACED,NORTH
395,3.0,2023-09-02,CANCELLED,WEST
396,15.0,,DELIVERED,EAST
397,427.0,2023-10-10,SHIPPED,WEST
398,117.0,2023-07-27,DELIVERED,SOUTH
399,147.0,,CANCELLED,SOUTH
400,170.0,2024-10-16,PLACED,SOUTH
401,169.0,2024-09-08,CANCELLED,WEST
402,467.0,2023-08-05,RETURNED,SOUTH
403,216.0,2023-01-02,DELIVERED,EAST
404,171.0,2024-12-30,DELIVERED,WEST
405,84.0,2023-05-22,CANCELLED,EAST
406,79.0,2024-12-02,SHIPPED,SOUTH
407,331.0,2023-10-17,SHIPPED,NORTH
408,144.0,2023-08-18,PLACED,WEST
409,83.0,2024-09-11,PLACED,NORTH
410,355.0,2023-01-29,SHIPPED,NORTH
411,137.0,2024-04-26,PLACED,EAST
412,321.0,2023-01-17,DELIVERED,WEST
413,151.0,2023-12-19,PLACED,NORTH
414,242.0,2024-10-20,PLACED,EAST
415,53.0,2023-10-17,SHIPPED,NORTH
416,42.0,,SHIPPED,EAST
417,-1.0,,CANCELLED,EAST
418,253.0,,SHIPPED,NORTH
419,179.0,2024-02-20,RETURNED,EAST
420,298.0,2024-05-13,RETURNED,SOUTH
421,135.0,2024-08-07,SHIPPED,SOUTH
422,45.0,2023-04-25,PLACED,WEST
423,6.0,2023-06-26,RETURNED,EAST
424,360.0,2023-07-12,DELIVERED,SOUTH
425,220.0,2024-03-17,PLACED,EAST
426,200.0,,SHIPPED,WEST
427,156.0,2024-03-02,CANCELLED,NORTH
428,461.0,2023-11-22,CANCELLED,NORTH
429,247.0,2023-04-29,DELIVERED,EAST
430,77.0,2024-09-24,DELIVERED,SOUTH
431,355.0,2024-03-20,DELIVERED,NORTH
432,254.0,,PLACED,NORTH
433,105.0,2024-10-22,RETURNED,EAST
434,424.0,2024-10-13,CANCELLED,SOUTH
435,9.0,,CANCELLED,WEST
436,227.0,2024-07-09,CANCELLED,EAST
437,189.0,2023-08-17,RETURNED,WEST
438,320.0,2024-05-01,RETURNED,EAST
439,201.0,2024-08-28,SHIPPED,WEST
440,299.0,2024-10-04,PLACED,NORTH
441,484.0,2023-01-14,DELIVERED,EAST
442,374.0,,SHIPPED,EAST
443,365.0,2024-08-04,PLACED,NORTH
444,202.0,2023-12-10,SHIPPED,SOUTH
445,58.0,2023-10-26,DELIVERED,EAST
446,361.0,2024-02-04,SHIPPED,WEST
447,219.0,,CANCELLED,EAST
448,433.0,2023-11-18,PLACED,WEST
449,147.0,2023-05-06,DELIVERED,WEST
450,158.0,2023-11-06,SHIPPED,SOUTH
451,16.0,2023-12-09,DELIVERED,WEST
452,32.0,2024-03-10,CANCELLED,EAST
453,102.0,2023-04-01,DELIVERED,NORTH
454,225.0,,RETURNED,EAST
455,252.0,2024-05-01,RETURNED,NORTH
456,255.0,2023-09-16,CANCELLED,WEST
457,499.0,2023-09-11,CANCELLED,SOUTH
458,181.0,2023-02-11,PLACED,SOUTH
459,206.0,2024-05-05,PLACED,WEST
460,26.0,2024-07-15,SHIPPED,EAST
461,378.0,2024-07-07,CANCELLED,NORTH
462,197.0,2024-02-13,DELIVERED,NORTH
463,208.0,2023-01-13,SHIPPED,EAST
464,365.0,2023-06-30,RETURNED,WEST
465,42.0,2023-04-20,PLACED,WEST
466,303.0,2024-08-23,PLACED,EAST
467,-1.0,2024-11-24,CANCELLED,EAST
468,292.0,2023-05-25,CANCELLED,SOUTH
469,471.0,2023-05-20,PLACED,NORTH
470,340.0,2024-08-11,SHIPPED,SOUTH
471,97.0,2024-04-20,RETURNED,WEST
472,215.0,2023-07-14,PLACED,NORTH
473,225.0,2024-06-28,CANCELLED,EAST
474,406.0,,CANCELLED,SOUTH
475,287.0,,PLACED,SOUTH
476,56.0,2023-05-28,SHIPPED,NORTH
477,333.0,2023-08-21,PLACED,WEST
478,108.0,2024-07-10,PLACED,EAST
479,123.0,2023-06-23,PLACED,EAST
480,197.0,2024-07-14,DELIVERED,NORTH
481,455.0,2024-02-10,DELIVERED,NORTH
482,422.0,2023-01-26,PLACED,EAST
483,332.0,2023-09-03,PLACED,NORTH
484,23.0,2024-02-09,PLACED,NORTH
485,114.0,2024-06-09,SHIPPED,SOUTH
486,257.0,2024-01-18,CANCELLED,NORTH
487,231.0,2023-12-24,SHIPPED,SOUTH
488,450.0,2023-08-15,PLACED,NORTH
489,99.0,2024-11-24,SHIPPED,NORTH
490,292.0,2023-05-14,SHIPPED,NORTH
491,339.0,,SHIPPED,EAST
492,315.0,2024-11-10,RETURNED,SOUTH
493,254.0,2024-12-28,RETURNED,NORTH
494,467.0,2023-01-04,CANCELLED,WEST
495,162.0,2024-09-21,RETURNED,SOUTH
496,421.0,2024-07-30,DELIVERED,NORTH
497,427.0,2023-01-11,DELIVERED,NORTH
498,118.0,2024-06-29,CANCELLED,NORTH
499,37.0,2023-10-22,DELIVERED,NORTH
500,5.0,,CANCELLED,NORTH
